cpu_name;cores;cpu_mark;thread_mark;tdp;socket;category
Intel Core2 Duo T6500 @ 2.10GHz;2;739;840;35;PGA478;Laptop
Intel Core2 Duo T6570 @ 2.10GHz;2;756;843;35;PGA478;Laptop
Intel Core2 Duo T6600 @ 2.20GHz;2;784;858;35;PGA478;Laptop
Intel Core2 Duo T6670 @ 2.20GHz;2;812;884;35;PGA478;Laptop
Intel Core2 Duo T7100 @ 1.80GHz;2;604;688;35;BGA479;Laptop
Intel Core2 Duo T7200 @ 2.00GHz;2;735;743;34;PBGA479, PPGA478;Laptop
Intel Core2 Duo T7250 @ 2.00GHz;2;705;769;35;BGA479;Laptop
Intel Core2 Duo T7300 @ 2.00GHz;2;678;761;35;BGA479;Laptop
Intel Core2 Duo T7400 @ 2.16GHz;2;761;757;34;BGA479;Laptop
Intel Core2 Duo T7500 @ 2.20GHz;2;821;861;35;BGA479;Laptop
Intel Core2 Duo T7600 @ 2.33GHz;2;801;869;34;PBGA479, PPGA478;Laptop
Intel Core2 Duo T7700 @ 2.40GHz;2;945;969;35;BGA479;Laptop
Intel Core2 Duo T7800 @ 2.60GHz;2;976;1034;35;BGA479;Laptop
Intel Core2 Duo T8100 @ 2.10GHz;2;763;830;35;BGA479;Laptop
Intel Core2 Duo T8300 @ 2.40GHz;2;894;968;35;BGA479;Laptop
Intel Core2 Duo T9300 @ 2.50GHz;2;983;1032;35;BGA479;Laptop
Intel Core2 Duo T9400 @ 2.53GHz;2;1002;1043;35;BGA479;Laptop
Intel Core2 Duo T9500 @ 2.60GHz;2;1042;1073;35;BGA479;Laptop
Intel Core2 Duo T9550 @ 2.66GHz;2;964;1065;35;BGA479;Laptop
Intel Core2 Duo T9600 @ 2.80GHz;2;1079;1120;35;BGA479;Laptop
Intel Core2 Duo T9800 @ 2.93GHz;2;1211;1235;35;BGA479;Laptop
Intel Core2 Duo T9900 @ 3.06GHz;2;1180;1165;35;BGA479,PGA478;Laptop
Intel Core2 Duo U7300 @ 1.30GHz;2;522;531;10;BGA956;Laptop
Intel Core2 Duo U7500 @ 1.06GHz;2;392;393;10;BGA479;Laptop
Intel Core2 Duo U7600 @ 1.20GHz;2;347;429;10;BGA479;Laptop
Intel Core2 Duo U7700 @ 1.33GHz;2;429;442;10;Unknown;Laptop
Intel Core2 Duo U9300 @ 1.20GHz;2;440;502;10;BGA956;Laptop
Intel Core2 Duo U9600 @ 1.60GHz;2;566;652;10;BGA956;Laptop
Intel Core2 Extreme Q6800 @ 2.93GHz;4;2145;1124;75;LGA775;Desktop
Intel Core2 Extreme Q6850 @ 3.00GHz;4;2304;1231;130;LGA775;Desktop
Intel Core2 Extreme Q9200 @ 2.40GHz;4;2011;1080;-1;Unknown;Desktop
Intel Core2 Extreme Q9300 @ 2.53GHz;4;1918;1065;45;PGA478;Desktop
Intel Core2 Extreme X6800 @ 2.93GHz;2;993;1041;75;PLGA775;Desktop
Intel Core2 Extreme X7800 @ 2.60GHz;2;1138;1077;44;PGA478;Laptop
Intel Core2 Extreme X7900 @ 2.80GHz;2;1104;1085;44;PGA478;Laptop
Intel Core2 Extreme X9000 @ 2.80GHz;2;1099;1098;44;PGA478;Laptop
Intel Core2 Extreme X9100 @ 3.06GHz;2;1152;1167;44;PGA478;Laptop
Intel Core2 Extreme X9650 @ 3.00GHz;4;2410;1262;130;LGA775;Desktop
Intel Core2 Extreme X9750 @ 3.16GHz;4;2348;1352;-1;Unknown;Unknown
Intel Core2 Extreme X9770 @ 3.20GHz;4;2689;1395;136;LGA775;Desktop
Intel Core2 Extreme X9775 @ 3.20GHz;4;2780;1451;150;LGA771;Desktop
Intel Core2 Quad Q6600 @ 2.40GHz;4;1813;954;105;LGA775;Desktop
Intel Core2 Quad Q6700 @ 2.66GHz;4;2099;1078;105;LGA775;Desktop
Intel Core2 Quad Q8200 @ 2.33GHz;4;1776;999;95;LGA775;Desktop
Intel Core2 Quad Q8300 @ 2.50GHz;4;1885;1061;95;LGA775;Desktop
Intel Core2 Quad Q8400 @ 2.66GHz;4;2079;1147;95;LGA775;Desktop
Intel Core2 Quad Q9000 @ 2.00GHz;4;1579;887;45;PGA478;Laptop
Intel Core2 Quad Q9100 @ 2.26GHz;4;1915;986;45;PGA478;Laptop
Intel Core2 Quad Q9300 @ 2.50GHz;4;1971;1080;95;LGA775;Desktop
Intel Core2 Quad Q9400 @ 2.66GHz;4;2110;1137;95;LGA775;Desktop
Intel Core2 Quad Q9450 @ 2.66GHz;4;2187;1134;95;LGA775;Desktop
Intel Core2 Quad Q9500 @ 2.83GHz;4;2221;1214;95;LGA775;Desktop
Intel Core2 Quad Q9505 @ 2.83GHz;4;2098;1177;95;LGA775;Desktop
Intel Core2 Quad Q9550 @ 2.83GHz;4;2337;1221;95;LGA775;Desktop
Intel Core2 Quad Q9650 @ 3.00GHz;4;2462;1283;95;LGA775;Desktop
Intel Core2 Solo U2100 @ 1.06GHz;1;233;258;-1;Unknown;Laptop
Intel Core2 Solo U3500 @ 1.40GHz;1;252;546;-1;BGA956;Laptop
Intel N100;4;5586;1962;6;Unknown;Mobile/Embedded
Intel N200;4;5227;1938;6;FCBGA1264;Mobile/Embedded
Intel N50;2;2350;1536;6;FCBGA1264;Mobile/Embedded
Intel N95;4;5387;1937;15;Unknown;Laptop, Mobile/Embedded
Intel N97;4;5960;2140;12;FCBGA1264;Mobile/Embedded
Intel Pentium 1403 @ 2.60GHz;2;1851;990;80;LGA1356;Server
Intel Pentium 1403 v2 @ 2.60GHz;2;2284;1391;80;Unknown;Server
Intel Pentium 2020M @ 2.40GHz;2;1377;1268;35;FCPGA988;Laptop
Intel Pentium 2030M @ 2.50GHz;2;1413;1222;35;FCPGA988;Laptop
Intel Pentium 2117U @ 1.80GHz;2;1017;927;17;FCBGA1023;Laptop
Intel Pentium 2127U @ 1.90GHz;2;1064;969;17;FCBGA1023;Laptop
Intel Pentium 2129Y @ 1.10GHz;2;587;564;10;FCBGA1023;Laptop
Intel Pentium 3550M @ 2.30GHz;2;1330;1184;37;FCPGA946;Laptop
Intel Pentium 3556U @ 1.70GHz;2;1055;950;15;BGA1168;Laptop
Intel Pentium 3558U @ 1.70GHz;2;1035;944;15;FCBGA1168;Laptop
Intel Pentium 3560M @ 2.40GHz;2;1499;1380;37;FCPGA946;Laptop
Intel Pentium 3560Y @ 1.20GHz;2;849;700;-1;BGA1168;Laptop
Intel Pentium 3805U @ 1.90GHz;2;1180;1099;15;FCBGA1168;Laptop
Intel Pentium 3825U @ 1.90GHz;2;1373;1096;15;FCBGA1168;Laptop
Intel Pentium 4 1.50GHz;1;86;228;-1;PGA423;Desktop
Intel Pentium 4 1.60GHz;1;84;225;38;PGA478;Desktop
Intel Pentium 4 1.70GHz;1;86;254;64;PGA423;Desktop
Intel Pentium 4 1.80GHz;1;115;318;-1;PGA478;Desktop
Intel Pentium 4 1.90GHz;1;104;292;-1;PGA423;Desktop
Intel Pentium 4 1300MHz;1;77;203;-1;PGA423;Desktop
Intel Pentium 4 1400MHz;1;83;180;-1;PGA423;Desktop
Intel Pentium 4 1500MHz;1;81;223;-1;PGA423;Desktop
Intel Pentium 4 1700MHz;1;100;266;64;PGA423;Desktop
Intel Pentium 4 1800MHz;1;114;317;-1;PGA478;Desktop
Intel Pentium 4 2.00GHz;1;133;349;-1;PGA478;Desktop
Intel Pentium 4 2.20GHz;1;157;379;-1;PGA478;Desktop
Intel Pentium 4 2.26GHz;1;151;409;58;PGA478;Desktop
Intel Pentium 4 2.40GHz;1;131;360;-1;PGA478;Desktop
Intel Pentium 4 2.50GHz;1;160;385;61;PGA478;Desktop
Intel Pentium 4 2.53GHz;1;162;442;-1;PGA478;Desktop
Intel Pentium 4 2.60GHz;1;215;494;69;PGA478;Desktop
Intel Pentium 4 2.66GHz;1;157;431;-1;PGA478;Desktop
Intel Pentium 4 2.80GHz;1;237;509;-1;PGA478;Desktop
Intel Pentium 4 2.93GHz;1;150;269;-1;Unknown;Desktop
Intel Pentium 4 3.00GHz;1;317;537;-1;PGA478;Desktop
Intel Pentium 4 3.06GHz;1;249;551;-1;PGA478;Desktop
Intel Pentium 4 3.20GHz;1;330;547;82;PGA478;Desktop
Intel Pentium 4 3.40GHz;1;295;664;89;PGA478;Desktop
Intel Pentium 4 3.46GHz;1;295;512;-1;Unknown;Desktop
Intel Pentium 4 3.60GHz;1;315;447;115;Unknown;Desktop
Intel Pentium 4 3.73GHz;1;385;572;115;Unknown;Desktop
Intel Pentium 4 3.80GHz;1;358;671;65;Unknown;Desktop
Intel Pentium 4 3.83GHz;1;154;237;-1;Unknown;Desktop
Intel Pentium 4 Mobile 1.60GHz;1;116;254;-1;Unknown;Laptop
Intel Pentium 4 Mobile 1.80GHz;1;114;195;-1;Unknown;Laptop
Intel Pentium 4 Mobile 1.90GHz;1;136;282;-1;Unknown;Laptop
Intel Pentium 4 Mobile 2.00GHz;1;132;310;-1;Unknown;Laptop
Intel Pentium 4405U @ 2.10GHz;2;2101;1192;15;FCBGA1356;Laptop
Intel Pentium 4405Y @ 1.50GHz;2;1526;886;6;FCBGA1515;Laptop
Intel Pentium 4410Y @ 1.50GHz;2;1452;811;6;FCBGA1515;Laptop
Intel Pentium 4415U @ 2.30GHz;2;2232;1286;15;BGA1356;Laptop
Intel Pentium 4415Y @ 1.60GHz;2;1590;872;6;FCBGA1515;Laptop
Intel Pentium 4417U @ 2.30GHz;2;2270;1318;15;FCBGA1356;Laptop
Intel Pentium 4425Y @ 1.70GHz;2;1698;956;6;FCBGA1515;Laptop
Intel Pentium 5405U @ 2.30GHz;2;2271;1321;15;FCBGA1528;Laptop
Intel Pentium 6405U @ 2.40GHz;2;2350;1387;15;FCBGA1528;Laptop
Intel Pentium 6805 @ 1.10GHz;2;4424;1834;15;FCBGA1526;Laptop
Intel Pentium 957 @ 1.20GHz;2;622;574;17;FCBGA1023;Laptop
Intel Pentium 967 @ 1.30GHz;2;643;616;17;FCBGA1023;Laptop
Intel Pentium 987 @ 1.50GHz;2;655;621;17;FCBGA1023;Laptop
Intel Pentium 997 @ 1.60GHz;2;809;746;17;BGA-1023;Unknown
Intel Pentium A1018 @ 2.10GHz;2;1210;1085;35;FCPGA988;Laptop
Intel Pentium A1020 @ 2.41GHz;4;1249;726;10;FCBGA1170;Laptop
Intel Pentium B940 @ 2.00GHz;2;860;854;35;PGA988;Laptop
Intel Pentium B950 @ 2.10GHz;2;995;937;35;PGA988;Laptop
Intel Pentium B960 @ 2.20GHz;2;965;964;35;PGA988;Laptop
Intel Pentium B970 @ 2.30GHz;2;1094;1040;35;PGA988;Laptop
Intel Pentium B980 @ 2.40GHz;2;1073;1040;35;FCPGA988;Laptop
Intel Pentium D 3.40GHz;2;736;723;-1;Unknown;Unknown
Intel Pentium D 805 @ 2.66GHz;2;374;497;95;PLGA775;Desktop
Intel Pentium D 830 @ 3.00GHz;2;550;565;95;PLGA775;Desktop
Intel Pentium D 915 @ 2.80GHz;2;443;521;95;PLGA775;Desktop
Intel Pentium D 940 @ 3.20GHz;2;540;596;130;PLGA775;Desktop
Intel Pentium D 950 @ 3.40GHz;2;677;694;130;PLGA775;Desktop
Intel Pentium D 960 @ 3.60GHz;2;743;775;130;PLGA775;Desktop
Intel Pentium D1508 @ 2.20GHz;2;3240;1760;25;FCBGA1667;Server
Intel Pentium Dual T2390 @ 1.86GHz;2;745;712;35;PPGA478;Laptop
Intel Pentium E2140 @ 1.60GHz;2;561;608;65;LGA775, PLGA775;Desktop
Intel Pentium E2160 @ 1.80GHz;2;636;677;65;LGA775;Desktop
Intel Pentium E2180 @ 2.00GHz;2;687;744;65;LGA775;Desktop
Intel Pentium E2200 @ 2.20GHz;2;721;816;65;LGA775;Desktop
Intel Pentium E2210 @ 2.20GHz;2;702;946;65;LGA775;Desktop
Intel Pentium E2220 @ 2.40GHz;2;852;917;65;LGA775;Desktop
Intel Pentium E5200 @ 2.50GHz;2;925;998;65;LGA775;Desktop
Intel Pentium E5300 @ 2.60GHz;2;929;1035;65;LGA775;Desktop
Intel Pentium E5400 @ 2.70GHz;2;968;1083;65;LGA775;Desktop
Intel Pentium E5500 @ 2.80GHz;2;1023;1134;65;LGA775;Desktop
Intel Pentium E5700 @ 3.00GHz;2;1080;1195;65;LGA775;Desktop
Intel Pentium E5800 @ 3.20GHz;2;1169;1276;65;LGA775;Desktop
Intel Pentium E6300 @ 2.80GHz;2;1044;1148;65;LGA775;Desktop
Intel Pentium E6500 @ 2.93GHz;2;1142;1239;65;LGA775;Desktop
Intel Pentium E6600 @ 3.06GHz;2;1121;1192;65;LGA775;Desktop
Intel Pentium E6700 @ 3.20GHz;2;1169;1305;65;LGA775;Desktop
Intel Pentium E6800 @ 3.33GHz;2;1151;1298;65;LGA775;Desktop
Intel Pentium Extreme Edition 955 @ 3.46GHz;2;469;515;130;PLGA775;Desktop
Intel Pentium Extreme Edition 965 @ 3.73GHz;2;987;818;130;PLGA775;Desktop
Intel Pentium G2010 @ 2.80GHz;2;1620;1501;55;FCLGA1155;Desktop
Intel Pentium G2020 @ 2.90GHz;2;1678;1554;55;FCLGA1155;Desktop
Intel Pentium G2020T @ 2.50GHz;2;1430;1298;35;FCLGA1155;Desktop
Intel Pentium G2030 @ 3.00GHz;2;1743;1606;55;FCLGA1155;Desktop
Intel Pentium G2030T @ 2.60GHz;2;1581;1442;35;LGA1155;Desktop
Intel Pentium G2100T @ 2.60GHz;2;1691;1460;35;LGA1155;Desktop
Intel Pentium G2120 @ 3.10GHz;2;1892;1715;55;FCLGA1155;Desktop
Intel Pentium G2120T @ 2.70GHz;2;1613;1493;35;FCLGA1155;Desktop
Intel Pentium G2130 @ 3.20GHz;2;1921;1747;55;FCLGA1155;Desktop
Intel Pentium G2140 @ 3.30GHz;2;2092;1842;55;LGA1155;Desktop
Intel Pentium G3220 @ 3.00GHz;2;1894;1704;54;FCLGA1150;Desktop
Intel Pentium G3220T @ 2.60GHz;2;1600;1464;35;LGA1150;Desktop
Intel Pentium G3240 @ 3.10GHz;2;1939;1749;53;FCLGA1150;Desktop
Intel Pentium G3240T @ 2.70GHz;2;1603;1462;35;LGA1150;Desktop
Intel Pentium G3250 @ 3.20GHz;2;1991;1816;53;LGA1150;Desktop
Intel Pentium G3250T @ 2.80GHz;2;1757;1585;35;LGA1150;Desktop
Intel Pentium G3258 @ 3.20GHz;2;2075;1857;53;FCLGA1150;Desktop
Intel Pentium G3260 @ 3.30GHz;2;2081;1865;53;LGA1150;Desktop
Intel Pentium G3260T @ 2.90GHz;2;1755;1568;35;LGA1150;Desktop
Intel Pentium G3320TE @ 2.30GHz;2;1570;1312;35;FCLGA1150;Desktop
Intel Pentium G3420 @ 3.20GHz;2;1933;1753;54;FCLGA1150;Desktop
Intel Pentium G3420T @ 2.70GHz;2;1912;1570;35;LGA1150;Desktop
Intel Pentium G3430 @ 3.30GHz;2;2127;1912;54;FCLGA1150;Desktop
Intel Pentium G3440 @ 3.30GHz;2;2224;1917;53;LGA1150;Desktop
Intel Pentium G3440T @ 2.80GHz;2;2107;1615;35;LGA1150;Desktop
Intel Pentium G3450 @ 3.40GHz;2;2167;1887;53;FCLGA1150;Desktop
Intel Pentium G3450T @ 2.90GHz;2;2016;1135;35;LGA1150;Desktop
Intel Pentium G3460 @ 3.50GHz;2;2216;1982;53;LGA1150;Desktop
Intel Pentium G3470 @ 3.60GHz;2;2428;2089;53;LGA1150;Desktop
Intel Pentium G4400 @ 3.30GHz;2;2579;2005;54;FCLGA1151;Desktop
Intel Pentium G4400T @ 2.90GHz;2;2320;1743;35;FCLGA1151;Desktop
Intel Pentium G4400TE @ 2.40GHz;2;2190;1481;35;FCLGA1151;Laptop
Intel Pentium G4500 @ 3.50GHz;2;2770;2146;51;FCLGA1151;Desktop
Intel Pentium G4500T @ 3.00GHz;2;2399;1865;35;FCLGA1151;Desktop
Intel Pentium G4520 @ 3.60GHz;2;2707;2008;51;FCLGA1151;Desktop
Intel Pentium G4560 @ 3.50GHz;2;3527;2095;54;FCLGA1151;Desktop
Intel Pentium G4560T @ 2.90GHz;2;2952;1702;35;FCLGA1151;Desktop
Intel Pentium G4600 @ 3.60GHz;2;3629;2173;51;FCLGA1151;Desktop
Intel Pentium G4600T @ 3.00GHz;2;3055;1772;35;FCLGA1151;Desktop
Intel Pentium G4620 @ 3.70GHz;2;3752;2250;51;FCLGA1151;Desktop
Intel Pentium G620 @ 2.60GHz;2;1217;1192;65;LGA1155;Desktop
Intel Pentium G620T @ 2.20GHz;2;896;961;35;LGA1155;Desktop
Intel Pentium G630 @ 2.70GHz;2;1319;1243;65;LGA1155;Desktop
Intel Pentium G630T @ 2.30GHz;2;1090;1058;35;LGA1155;Desktop
Intel Pentium G640 @ 2.80GHz;2;1351;1304;65;LGA1155;Desktop
Intel Pentium G640T @ 2.40GHz;2;1139;1102;35;LGA1155;Desktop
Intel Pentium G645 @ 2.90GHz;2;1388;1329;65;LGA1155;Desktop
Intel Pentium G645T @ 2.50GHz;2;1228;1131;35;LGA1155;Desktop
Intel Pentium G6950 @ 2.80GHz;2;1238;1109;73;LGA1156;Desktop
Intel Pentium G6951 @ 2.80GHz;2;1383;1173;73;LGA1156;Desktop
Intel Pentium G6960 @ 2.93GHz;2;1293;1264;73;LGA1156;Desktop
Intel Pentium G840 @ 2.80GHz;2;1238;1267;65;FCLGA1155;Desktop
Intel Pentium G850 @ 2.90GHz;2;1433;1357;65;FCLGA1155;Desktop
Intel Pentium G860 @ 3.00GHz;2;1470;1397;65;FCLGA1155;Desktop
Intel Pentium G870 @ 3.10GHz;2;1523;1467;65;FCLGA1155;Desktop
Intel Pentium GOLD 6500Y @ 1.10GHz;2;3012;1752;5;Unknown;Mobile/Embedded
Intel Pentium Gold 7505 @ 2.00GHz;2;5207;2262;15;FCBGA1449;Laptop
Intel Pentium Gold 8505;5;9384;3314;15;BGA1700;Laptop, Mobile/Embedded
Intel Pentium Gold G5400 @ 3.70GHz;2;3721;2200;54;FCLGA1151-2;Desktop
Intel Pentium Gold G5400T @ 3.10GHz;2;3110;1786;35;FCLGA1151-2;Server
Intel Pentium Gold G5420 @ 3.80GHz;2;3706;2246;54;FCLGA1151-2;Desktop
Intel Pentium Gold G5420T @ 3.20GHz;2;3452;1956;35;FCLGA1151-2;Desktop
Intel Pentium Gold G5500 @ 3.80GHz;2;3823;2247;54;FCLGA1151-2;Desktop
Intel Pentium Gold G5500T @ 3.20GHz;2;3259;1951;35;FCLGA1151-2;Desktop
Intel Pentium Gold G5600 @ 3.90GHz;2;3843;2302;54;FCLGA1151-2;Desktop
Intel Pentium Gold G5600F @ 3.90GHz;2;4124;2255;54;FCLGA1151-2;Desktop
Intel Pentium Gold G5600T @ 3.30GHz;2;3601;2025;35;FCLGA1151;Desktop
Intel Pentium Gold G5620 @ 4.00GHz;2;4102;2424;54;FCLGA1151-2;Desktop
Intel Pentium Gold G6400 @ 4.00GHz;2;4124;2468;58;FCLGA1200;Desktop
Intel Pentium Gold G6400E @ 3.80GHz;2;3908;2384;58;FCLGA1200;Mobile/Embedded
Intel Pentium Gold G6400T @ 3.40GHz;2;3588;2124;35;FCLGA1200;Desktop
Intel Pentium Gold G6405 @ 4.10GHz;2;4251;2527;58;FCLGA1200;Desktop
Intel Pentium Gold G6405T @ 3.50GHz;2;3746;2171;35;FCLGA1200;Desktop
Intel Pentium Gold G6500 @ 4.10GHz;2;4145;2479;58;FCLGA1200;Desktop
Intel Pentium Gold G6500T @ 3.50GHz;2;3874;2238;35;FCLGA1200;Desktop
Intel Pentium Gold G6505 @ 4.20GHz;2;4371;2649;58;FCLGA1200;Desktop
Intel Pentium Gold G6505T @ 3.60GHz;2;3698;2271;35;FCLGA1200;Desktop
Intel Pentium Gold G6600 @ 4.20GHz;2;4273;2507;58;FCLGA1200;Desktop
Intel Pentium Gold G6605 @ 4.30GHz;2;4507;2640;58;FCLGA1200;Desktop
Intel Pentium Gold G7400;2;6775;3023;46;LGA1700,BGA1700;Desktop
Intel Pentium Gold G7400T;2;5688;2554;35;Unknown;Desktop
Intel Pentium III 1400 @ 1400MHz;1;193;272;-1;Socket 370;Desktop
Intel Pentium III 1400S @ 1400MHz;1;194;278;-1;Socket 370;Desktop
Intel Pentium III Mobile 1066MHz;1;160;210;-1;Unknown;Laptop
Intel Pentium III Mobile 1133MHz;1;164;218;-1;Unknown;Laptop
Intel Pentium III Mobile 1200MHz;1;156;216;-1;Unknown;Laptop
Intel Pentium III Mobile 800MHz;1;119;155;-1;Unknown;Laptop
Intel Pentium III Mobile 866MHz;1;99;132;-1;Unknown;Laptop
Intel Pentium J2850 @ 2.41GHz;4;1016;646;10;FCBGA1170;Desktop
Intel Pentium J2900 @ 2.41GHz;4;1252;734;10;FCBGA1170;Desktop
Intel Pentium J3710 @ 1.60GHz;4;1463;714;-1;Unknown;Desktop
Intel Pentium J4205 @ 1.50GHz;4;2428;913;10;FCBGA1296;Desktop
Intel Pentium J6426 @ 2.00GHz;4;4186;1576;10;FCBGA1493;Mobile/Embedded
Intel Pentium M 1.10GHz;1;184;218;-1;Unknown;Unknown
Intel Pentium M 1.20GHz;1;199;262;-1;Unknown;Unknown
Intel Pentium M 1.30GHz;1;196;250;22;H-PBGA479, PPG;Laptop
Intel Pentium M 1.40GHz;1;225;264;22;H-PBGA479, PPG;Laptop
Intel Pentium M 1.50GHz;1;240;323;-1;H-PBGA479, PPG;Laptop
Intel Pentium M 1.60GHz;1;194;427;-1;H-PBGA479, PPG;Laptop
Intel Pentium M 1.70GHz;1;239;318;-1;H-PBGA479, PPG;Laptop
Intel Pentium M 1.73GHz;1;205;494;27;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1.80GHz;1;280;389;21;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1.86GHz;1;222;499;27;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1000MHz;1;156;222;7;Unknown;Laptop
Intel Pentium M 1200MHz;1;155;166;12;Unknown;Laptop
Intel Pentium M 1300MHz;1;197;271;22;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1400MHz;1;208;282;22;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1500MHz;1;188;251;-1;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1600MHz;1;193;313;-1;H-PBGA479, PPGA4;Laptop
Intel Pentium M 1700MHz;1;237;361;-1;H-PBGA479, PPGA4;Laptop
Intel Pentium M 2.00GHz;1;270;363;21;H-PBGA479, PPGA4;Laptop
Intel Pentium M 2.10GHz;1;292;353;21;H-PBGA479, PPGA4;Laptop
Intel Pentium M 2.13GHz;1;234;382;27;H-PBGA479, PPGA4;Laptop
Intel Pentium M 2.26GHz;1;227;508;27;H-PBGA479, PPGA4;Laptop
Intel Pentium M 900MHz;1;141;200;7;Unknown;Laptop
Intel Pentium N3510 @ 1.99GHz;4;878;534;-1;FCBGA1170;Laptop
Intel Pentium N3520 @ 2.16GHz;4;1141;663;-1;FCBGA1170;Laptop
Intel Pentium N3530 @ 2.16GHz;4;1201;704;-1;FCBGA1170;Laptop
Intel Pentium N3540 @ 2.16GHz;4;1209;711;-1;FCBGA1170;Laptop
Intel Pentium N3700 @ 1.60GHz;4;1243;632;6;FCBGA1170;Laptop
Intel Pentium N3710 @ 1.60GHz;4;1386;687;6;FCBGA1170;Laptop
Intel Pentium N4200 @ 1.10GHz;4;2170;857;6;FCBGA1296;Laptop
Intel Pentium N6415 @ 1.20GHz;4;3532;1539;-1;FCBGA1493;Mobile/Embedded
Intel Pentium P6000 @ 1.87GHz;2;797;727;35;PGA988;Laptop
Intel Pentium P6100 @ 2.00GHz;2;874;829;35;PGA988;Laptop
Intel Pentium P6200 @ 2.13GHz;2;910;867;35;PGA988;Laptop
Intel Pentium P6300 @ 2.27GHz;2;834;772;35;PGA988;Laptop
Intel Pentium Silver J5005 @ 1.50GHz;4;3088;1203;10;FCBGA1090;Desktop
Intel Pentium Silver J5040 @ 2.00GHz;4;3384;1385;10;FCBGA1090;Desktop
Intel Pentium Silver N5000 @ 1.10GHz;4;2604;1135;6;FCBGA1090;Laptop
Intel Pentium Silver N5020 @ 1.10GHz;4;3404;1307;6;FCBGA1090;Laptop
Intel Pentium Silver N5030 @ 1.10GHz;4;2626;1264;6;FCBGA1090;Laptop
Intel Pentium Silver N6000 @ 1.10GHz;4;3078;1415;6;FCBGA1338;Mobile/Embedded
Intel Pentium Silver N6005 @ 2.00GHz;4;5371;1767;10;FCBGA1338;Laptop, Mobile/Embedded
Intel Pentium SU2700 @ 1.30GHz;1;266;484;10;Unknown;Laptop
Intel Pentium SU4100 @ 1.30GHz;2;485;522;10;BGA956;Laptop
Intel Pentium T2060 @ 1.60GHz;2;330;490;31;PGA478;Laptop
Intel Pentium T2080 @ 1.73GHz;2;339;528;31;PGA478;Laptop
Intel Pentium T2130 @ 1.86GHz;2;382;583;31;PGA478;Laptop
Intel Pentium T2310 @ 1.46GHz;2;539;563;35;PPGA478;Laptop
Intel Pentium T2330 @ 1.60GHz;2;538;573;35;PPGA478;Laptop
Intel Pentium T2370 @ 1.73GHz;2;543;588;35;PPGA478;Laptop
Intel Pentium T2390 @ 1.86GHz;2;568;651;35;PPGA478;Laptop
Intel Pentium T2410 @ 2.00GHz;2;565;715;-1;Unknown;Unknown
Intel Pentium T3200 @ 2.00GHz;2;623;708;35;PPGA478;Laptop
Intel Pentium T3400 @ 2.16GHz;2;651;731;35;PPGA478;Laptop
Intel Pentium T4200 @ 2.00GHz;2;714;781;35;PGA478;Laptop
Intel Pentium T4300 @ 2.10GHz;2;762;820;35;PGA478;Laptop
Intel Pentium T4400 @ 2.20GHz;2;763;841;35;PGA478;Laptop
Intel Pentium T4500 @ 2.30GHz;2;823;909;35;PGA478;Laptop
Intel Pentium U5400 @ 1.20GHz;2;538;503;18;BGA1288;Laptop
Intel Pentium U5600 @ 1.33GHz;2;624;588;18;BGA1288;Laptop
Intel T1400 @ 1.73GHz;2;548;648;-1;Unknown;Unknown
Intel T1500 @ 1.86GHz;2;548;661;-1;Unknown;Unknown
Intel T2050 @ 2.00GHz;2;516;611;31;PPGA478;Unknown
Intel U300;5;9169;3343;15;FCBGA1744;Laptop
Intel U300E;5;10081;3544;15;FCBGA1744;Mobile/Embedded
Intel U4100 @ 1.30GHz;2;610;554;-1;Unknown;Unknown
Intel Xeon 2.00GHz;1;152;259;-1;Unknown;Server
Intel XEON 2.20GHz;1;164;351;-1;Unknown;Server
Intel Xeon 2.40GHz;1;180;387;-1;Unknown;Server
Intel Xeon 2.80GHz;1;260;384;103;PPGA604;Server
Intel Xeon 3.00GHz;1;425;607;103;PPGA604;Server
[Dual CPU] Intel Xeon 3.06GHz;1;533;600;-1;Unknown;Server
Intel Xeon 3.20GHz;1;478;696;103;PPGA604;Server
[Dual CPU] Intel Xeon 3.20GHz;1;786;673;103;PPGA604;Server
Intel Xeon 3.40GHz;1;375;519;103;PPGA604;Server
[Dual CPU] Intel Xeon 3.40GHz;1;843;723;103;PPGA604;Server
Intel Xeon 3.60GHz;1;403;643;110;PPGA604;Server
Intel Xeon 3.73GHz;2;901;734;-1;Unknown;Server
[Dual CPU] Intel Xeon 3.73GHz;2;1511;776;-1;Unknown;Server
Intel Xeon 3.80GHz;1;393;594;110;PPGA604;Server
Intel Xeon 3040 @ 1.86GHz;2;790;621;65;LGA775;Server
Intel Xeon 3050 @ 2.13GHz;2;841;672;65;LGA775;Server
Intel Xeon 3060 @ 2.40GHz;2;983;957;65;LGA775;Server
Intel Xeon 3065 @ 2.33GHz;2;867;836;65;LGA775;Server
Intel Xeon 3070 @ 2.66GHz;2;1025;1024;65;LGA775;Server
Intel Xeon 3075 @ 2.66GHz;2;1096;1096;-1;Unknown;Server
